WELLNAME=Testwell
STDEP  =  190.0000  
ENDEP  =  248.5000  
LEVEL  =  0.1250  
CURNAMES  CAL  DT  GR  LLD  LLS  MSFL  NPHI  RHOB  SP

#DEPTH    CAL      DT        GR        LLD      LLS      MSFL    NPHI    RHOB    SP    
225.2500  16.4690  91.9490  86.0200  11.2370  6.1270  5.7780  0.2660  2.5160  -18.8790  
225.3750  16.4380  88.3270  86.4700  11.3990  6.3280  7.3400  0.2500  2.5310  -18.8760  
225.5000  16.3810  84.8710  87.2060  12.4660  6.5070  8.4880  0.2370  2.5470  -18.5710  
225.6250  16.3260  83.3620  88.5650  12.1140  6.6560  8.8440  0.2290  2.5620  -18.1530  
225.7500  16.3130  84.0280  85.2330  14.0110  6.7070  6.9280  0.2360  2.5650  -17.9480  
225.8750  16.3490  86.1050  87.5430  13.8440  6.7540  6.1950  0.2500  2.5580  -17.9860  
226.0000  16.3310  88.7070  86.1930  12.1210  6.7630  5.6240  0.2630  2.5470  -17.8130  
226.1250  16.3130  89.7220  84.7340  12.5110  6.9330  6.0800  0.2620  2.5410  -17.5830  
226.2500  16.2980  87.6530  84.5500  15.2810  7.2430  7.8530  0.2420  2.5400  -17.3330  
226.3750  16.2430  82.3380  84.2680  17.2570  7.4460  8.7430  0.2130  2.5440  -17.0180  
226.5000  16.1400  79.2110  83.6530  14.1480  7.2340  13.1580  0.1890  2.5440  -17.2750  
226.6250  16.0210  78.6190  81.4640  16.5020  6.9980  7.0660  0.1800  2.5220  -16.9630  
226.7500  15.9160  82.4600  78.9060  14.3660  6.6870  3.4570  0.1850  2.4870  -16.5850  
226.8750  15.8700  88.5690  76.8650  11.7010  6.3080  3.0450  0.2000  2.4500  -16.2050  
227.0000  15.8830  93.7580  76.1750  12.3880  5.9790  2.6050  0.2140  2.4230  -15.8750  
227.1250  15.8450  95.3980  77.7130  11.6440  6.0070  2.8570  0.2160  2.4100  -15.8750  
227.2500  15.7500  95.3370  75.2990  11.0920  5.8610  3.2280  0.2200  2.4150  -15.0250  
227.3750  15.7070  95.6620  76.1620  10.7990  5.5730  3.6600  0.2220  2.4120  -14.3860  
227.5000  15.6920  96.2060  77.8340  9.7580  5.2610  2.9270  0.2240  2.4030  -14.2080  
227.6250  15.7080  97.3760  80.4280  8.9210  5.0320  1.9640  0.2250  2.3870  -14.0840  
227.7500  15.7680  99.3420  84.8580  9.9450  4.9460  1.8660  0.2230  2.3670  -13.4430  
227.8750  15.7940  97.7530  83.4220  10.0060  4.8920  2.2760  0.2340  2.3640  -13.4940  
228.0000  15.8360  96.7960  81.7610  8.4540  5.0000  4.6550  0.2460  2.3870  -13.1840  
228.1250  15.9320  94.8740  81.5600  9.1750  5.2240  4.3260  0.2570  2.4220  -13.1300  
228.2500  16.0000  93.2280  83.3910  10.7960  5.3640  3.8730  0.2650  2.4510  -13.2100  
228.3750  16.0000  93.2970  86.3590  10.8840  5.3130  4.4560  0.2670  2.4610  -13.2840  
228.5000  16.0000  95.7500  87.6840  7.3090  5.1840  4.0390  0.2730  2.4540  -13.4370  
228.6250  16.0000  95.7500  86.5560  10.7400  5.2150  2.8570  0.2740  2.4340  -13.3280  
228.7500  16.0000  95.3480  85.4280  10.6990  4.9940  2.8690  0.2710  2.4220  -13.5060  
228.8750  16.0000  95.1830  84.3870  9.2970  4.8030  3.7740  0.2650  2.4150  -13.5590  
229.0000  16.0000  95.2850  83.5730  8.7500  4.7770  2.4740  0.2620  2.4110  -13.3680  
229.1250  16.0030  95.3880  83.3840  10.1770  4.9120  2.3190  0.2680  2.4080  -13.0480  
229.2500  16.0290  95.4900  85.4350  9.9310  4.9990  4.1120  0.2670  2.4170  -12.9970  
229.3750  16.1360  96.8950  86.5090  11.6190  5.1550  4.7890  0.2690  2.4330  -13.2190  
229.5000  16.2420  96.8810  84.6610  10.3670  5.2390  4.4400  0.2700  2.4510  -13.0150  
229.6250  16.2430  96.9810  80.7650  9.6060  5.1520  3.3550  0.2710  2.4520  -12.7250  
229.7500  16.1560  98.2360  77.2900  10.4490  4.9080  1.9210  0.2750  2.4260  -12.6330  
229.8750  16.1560  100.1750  77.7790  9.5320  4.6590  1.6960  0.2850  2.3800  -12.7090  
230.0000  16.1560  101.8150  80.8040  6.9020  4.5920  1.7270  0.2800  2.3520  -12.1460  
230.1250  16.1460  100.8780  81.2920  9.5810  4.7110  1.7320  0.2750  2.3510  -11.7480  
230.2500  16.1410  97.8220  81.6140  10.8200  4.9600  3.5340  0.2610  2.3770  -11.8710  
230.3750  16.1450  94.5240  82.0960  9.9860  5.2420  6.5730  0.2470  2.4190  -12.2300  
230.5000  16.1500  92.2610  82.4780  9.2690  5.4420  6.3760  0.2470  2.4600  -12.3910  
230.6250  16.1120  88.2630  83.5540  11.3060  5.4340  5.2040  0.2630  2.4840  -12.3390  
230.7500  16.0610  90.2030  82.9540  10.6290  5.3590  3.9030  0.2740  2.4630  -12.5930  
230.8750  16.0290  92.7080  80.1840  10.6380  5.2790  2.5460  0.2730  2.4400  -12.5990  
231.0000  16.0160  94.8900  79.3410  9.6880  5.2450  4.0240  0.2570  2.4240  -12.5470  
231.1250  16.0370  94.9680  80.9060  8.5780  5.3730  2.8270  0.2340  2.4210  -12.6440  
231.2500  16.1130  90.6270  81.4760  10.5800  5.7990  2.7550  0.2180  2.4320  -12.9770  
231.3750  16.1770  87.3970  82.1420  13.3690  6.1890  6.0340  0.2010  2.4590  -12.9770  
231.5000  16.2950  85.5000  82.2500  12.5080  6.5590  8.2420  0.1930  2.4930  -13.5730  
231.6250  16.3910  82.5260  81.6790  13.3220  6.9580  7.9270  0.1860  2.5270  -14.0660  
231.7500  16.4530  81.4600  82.5190  14.4960  7.1460  7.6530  0.1930  2.5500  -14.5040  
231.8750  16.4960  84.6600  85.0320  13.8110  7.0050  6.3790  0.2180  2.5540  -15.0670  
232.0000  16.5600  88.6590  83.1350  12.1900  6.9380  5.3210  0.2350  2.5390  -15.6570  
232.1250  16.6120  89.8970  83.7530  13.6860  6.8620  5.2400  0.2610  2.5330  -15.8770  
232.2500  16.5960  89.4260  83.9380  14.1380  6.8060  5.9740  0.2530  2.5360  -16.0390  
232.3750  16.5980  87.8110  84.6880  13.3880  6.8130  7.9370  0.2370  2.5500  -16.1900  
232.5000  16.6250  85.3000  84.9090  12.5980  6.8710  8.3730  0.2220  2.5690  -16.4370  
232.6250  16.6250  82.2590  82.4800  13.4480  6.9290  8.3480  0.2050  2.5810  -16.8590  
232.7500  16.6250  82.3610  81.5060  15.0260  6.9430  7.3390  0.2230  2.5810  -16.8590  
232.8750  16.6030  85.2590  79.2450  12.8380  6.8350  6.3300  0.2370  2.5700  -16.9480  
233.0000  16.6190  88.9890  81.0920  11.8580  6.6860  5.5750  0.2560  2.5540  -16.9430  
233.1250  16.6350  92.0380  83.7190  12.5360  6.5230  5.2080  0.2680  2.5360  -17.0810  
233.2500  16.6250  93.6490  85.3720  13.4410  6.3670  5.1940  0.2700  2.5220  -17.2940  
233.3750  16.6250  94.3670  91.3700  11.7610  6.2450  5.3080  0.2750  2.5160  -16.7560  
233.5000  16.6000  94.2740  92.0460  10.3670  6.2040  5.3540  0.2780  2.5110  -16.5980  
233.6250  16.6040  93.8950  93.9230  11.8930  6.1530  5.2060  0.2850  2.5090  -16.8390  
233.7500  16.6160  93.5180  92.2010  11.8930  6.0730  5.0710  0.2900  2.5080  -16.8870  
233.8750  16.6170  93.7370  88.5020  10.5330  5.9820  5.0220  0.2950  2.5100  -16.7500  
234.0000  16.5950  94.7430  87.2250  10.6010  5.9070  5.0530  0.2990  2.5170  -16.7790  
234.1250  16.6080  93.5640  84.7640  12.3650  5.8300  5.2640  0.2940  2.5210  -17.0350  
234.2500  16.6090  93.1630  86.6050  12.8400  5.7870  5.2200  0.3030  2.5260  -17.1430  
234.3750  16.6090  93.1660  86.3390  12.2660  5.8510  5.1410  0.3080  2.5260  -17.2750  
234.5000  16.5920  91.4100  85.1740  12.0360  5.9890  5.2480  0.3060  2.5260  -17.4290  
234.6250  16.5440  87.9870  84.4200  12.3560  6.1590  5.7240  0.2930  2.5320  -17.4260  
234.7500  16.4700  86.6380  83.6050  11.4450  6.3410  8.5100  0.2640  2.5400  -16.9230  
234.8750  16.5210  87.4580  86.2710  11.7150  6.4720  6.1330  0.2440  2.5470  -16.9740  
235.0000  16.5310  85.7870  89.5080  12.4860  6.5900  5.5530  0.2370  2.5480  -17.0250  
235.1250  16.5240  86.2630  91.8260  12.4120  6.5560  6.6500  0.2380  2.5480  -16.8620  
235.2500  16.5060  89.0510  92.0230  11.9130  6.4220  7.3420  0.2430  2.5480  -16.7660  
235.3750  16.4860  92.0460  89.9540  12.0220  6.3010  4.7860  0.2540  2.5480  -16.9810  
235.5000  16.4990  93.2760  88.7240  12.7220  6.1600  4.5720  0.2820  2.5400  -16.6220  
235.6250  16.4650  94.6010  86.9740  11.5670  5.9330  4.6490  0.3130  2.5310  -16.4760  
235.7500  16.4440  95.5390  87.5510  11.0710  5.8290  4.9040  0.3240  2.5200  -16.5720  
235.8750  16.4000  96.0610  88.6710  11.1780  5.8280  4.9730  0.3250  2.5130  -16.4250  
236.0000  16.3340  95.5100  89.2460  11.5200  5.9030  4.4920  0.3230  2.5110  -15.9530  
236.1250  16.2940  92.7620  89.6500  11.7500  6.0510  5.2940  0.3150  2.5120  -15.6030  
236.2500  16.2170  91.5830  88.7780  11.9150  6.3520  6.5870  0.3000  2.5100  -15.4490  
236.3750  16.1710  87.9120  84.1060  15.0690  6.7660  6.6130  0.2730  2.5160  -15.3740  
236.5000  16.1330  83.8940  82.1550  14.6180  6.9930  7.1230  0.2340  2.5210  -14.9180  
236.6250  16.0750  82.0730  81.0510  12.5540  6.9520  8.9330  0.2000  2.5170  -14.2170  
236.7500  15.9870  83.6280  78.5710  12.6660  6.6930  6.2020  0.1820  2.4990  -13.6550  
236.8750  15.9100  85.5250  80.8780  14.4180  6.3860  3.0980  0.1700  2.4670  -13.6490  
237.0000  15.8580  87.9560  77.6980  10.7990  6.0110  2.8140  0.1750  2.4230  -12.7260  
237.1250  15.8200  90.6030  77.2350  9.7980  5.8510  2.3490  0.1830  2.3910  -11.9340  
237.2500  15.8080  91.9900  76.0760  11.3860  5.9370  2.3700  0.1890  2.3760  -11.3300  
237.3750  15.7900  92.1810  74.4600  12.9130  6.0710  2.5050  0.1920  2.3780  -10.8640  
237.5000  15.7190  92.6920  75.9660  10.9700  5.9290  2.6240  0.1980  2.3890  -10.4690  
237.6250  15.7190  94.5380  76.3760  12.0860  5.6950  3.0610  0.2050  2.3930  -10.3670  
237.7500  15.6970  95.7720  79.5790  10.1470  5.4430  2.1670  0.2170  2.3890  -9.3860  
237.8750  15.6960  96.6730  79.9330  9.6830  5.1560  2.0950  0.2280  2.3830  -8.8720  
238.0000  15.7060  97.5270  79.5920  9.8810  4.9030  2.8500  0.2350  2.3840  -8.8210  
238.1250  15.7340  97.8860  80.8690  9.4580  4.7730  3.2780  0.2400  2.3980  -8.8770  
238.2500  15.8560  95.6820  81.4840  9.4750  4.8380  4.8410  0.2460  2.4300  -8.7680  
238.3750  15.9970  94.3260  82.6490  9.7170  4.8910  5.1920  0.2670  2.4520  -8.7090  
238.5000  16.1090  94.1550  83.6340  9.5330  4.9660  5.7290  0.2750  2.4720  -8.7290  
238.6250  16.1840  94.1950  83.0460  10.1940  5.0740  5.4210  0.2800  2.4820  -8.9110  
238.7500  16.2390  93.9300  81.8310  11.1020  5.2000  5.1120  0.2820  2.4770  -9.1780  
238.8750  16.2930  93.3850  81.8880  10.6980  5.3060  4.8290  0.2730  2.4600  -9.3510  
239.0000  16.2550  93.4880  80.0930  10.3100  5.3380  4.8700  0.2740  2.4490  -9.3450  
239.1250  16.2500  93.1400  82.2610  11.4150  5.2720  4.7560  0.2750  2.4470  -9.4060  
239.2500  16.2500  92.1890  84.2690  11.3350  5.1700  4.7170  0.2820  2.4580  -9.6790  
239.3750  16.2220  90.6430  84.5560  10.6820  5.1130  5.2930  0.2930  2.4750  -9.7750  
239.5000  16.1690  88.8530  83.4710  10.4140  5.1740  5.4090  0.3040  2.4920  -9.5800  
239.6250  16.1560  87.6240  83.6230  10.8340  5.4020  5.5710  0.3030  2.5060  -9.6250  
239.7500  16.0920  87.0600  82.2390  12.6310  5.6040  5.9750  0.3020  2.5050  -9.6960  
239.8750  16.0280  88.2610  80.9750  12.3470  5.7470  6.4070  0.2890  2.4900  -9.5050  
240.0000  15.9490  90.7030  77.8390  11.5530  5.6920  3.6720  0.2760  2.4660  -9.0590  
240.1250  15.8550  93.6220  74.8480  11.5170  5.4140  2.5530  0.2630  2.4370  -8.6190  
240.2500  15.7690  96.4600  75.3150  12.2970  4.9770  2.2020  0.2520  2.4060  -8.3490  
240.3750  15.7940  100.1510  78.3390  9.3630  4.5100  1.7060  0.2710  2.3770  -7.2660  
240.5000  15.7270  102.4500  78.8570  8.3370  4.1910  1.6660  0.2710  2.3600  -6.6070  
240.6250  15.7080  104.0400  75.6650  8.5500  3.9190  1.6020  0.2790  2.3490  -6.0250  
240.7500  15.6960  105.1330  73.1730  8.0220  3.7110  1.5330  0.2800  2.3420  -5.4560  
240.8750  15.6770  106.0300  73.6820  6.7530  3.5800  1.3790  0.2740  2.3330  -4.9830  
241.0000  15.6960  107.0930  75.4900  7.4210  3.5160  1.3120  0.2870  2.3200  -4.7910  
241.1250  15.7150  105.9650  79.4880  7.3220  3.5530  1.2750  0.2900  2.3210  -4.1760  
241.2500  15.7450  103.6750  79.9180  7.1420  3.7050  1.4970  0.2930  2.3300  -4.3910  
241.3750  15.8410  100.6280  81.5050  7.7330  3.8980  2.8990  0.2940  2.3610  -4.9520  
241.5000  15.9890  97.1300  84.9540  8.6600  4.1490  4.7360  0.2960  2.4040  -5.4650  
241.6250  16.1640  93.7350  88.9520  9.0250  4.4660  5.0420  0.3000  2.4500  -5.8120  
241.7500  16.4200  91.9920  91.5150  8.2740  4.6880  5.1320  0.3000  2.5050  -6.6840  
241.8750  16.5330  93.0230  92.1660  10.3920  4.8440  4.8350  0.3090  2.5270  -7.7940  
242.0000  16.5810  92.6430  91.9470  10.8600  4.9640  4.6810  0.3110  2.5320  -8.7760  
242.1250  16.5940  92.4290  90.7750  10.8000  5.0180  4.9800  0.3090  2.5300  -9.6480  
242.2500  16.6010  93.6370  89.2680  10.9490  5.0340  5.7410  0.3070  2.5230  -10.3970  
242.3750  16.6240  96.3130  88.6900  11.0080  5.0990  4.6960  0.3010  2.5120  -10.9580  
242.5000  16.6110  97.4410  88.7420  10.0630  5.2220  4.7840  0.2980  2.5000  -11.4640  
242.6250  16.5990  97.4530  89.0930  11.0670  5.3150  5.1450  0.2900  2.4900  -12.0190  
242.7500  16.6020  96.9320  87.1610  11.9110  5.4120  5.4060  0.2770  2.4880  -12.0440  
242.8750  16.6090  96.1730  83.7770  11.8550  5.4470  5.1910  0.2690  2.4930  -12.1220  
243.0000  16.6050  95.5000  81.3310  11.0060  5.3520  4.7480  0.2730  2.5020  -12.7190  
243.1250  16.5790  95.5000  83.1760  10.4250  5.1410  4.6430  0.2900  2.5100  -13.0270  
243.2500  16.6030  98.6000  87.4330  10.7890  4.9380  4.5550  0.3140  2.5090  -13.3770  
243.3750  16.6000  100.1970  91.4480  10.2160  4.8290  4.2290  0.3300  2.5010  -13.6970  
243.5000  16.5870  100.7140  92.2970  9.5010  4.7940  4.2910  0.3420  2.4920  -14.0010  
243.6250  16.5900  100.9360  90.4730  9.1860  4.7910  4.2690  0.3520  2.4810  -14.9180  
243.7500  16.6240  101.4660  89.1480  9.4050  4.7700  4.1260  0.3650  2.4690  -17.0870  
243.8750  16.6110  101.0560  90.1730  9.9970  4.6880  4.0790  0.3670  2.4660  -17.3820  
244.0000  16.6090  103.2140  90.6230  8.4900  4.6350  3.9450  0.3780  2.4590  -17.6880  
244.1250  16.6090  103.9930  91.7080  8.4900  4.5730  3.8200  0.3950  2.4530  -17.6980  
244.2500  16.6150  103.7880  90.3160  9.1350  4.4800  2.7800  0.4050  2.4490  -17.8060  
244.3750  16.6220  103.3290  86.8760  8.9880  4.3920  3.7710  0.4010  2.4500  -18.0980  
244.5000  16.6100  101.8930  90.5160  7.7040  4.4400  4.0420  0.3860  2.4630  -17.7390  
244.6250  16.5210  99.0410  86.1090  7.9970  4.4430  4.5030  0.3530  2.4770  -17.8230  
244.7500  16.4800  98.1390  85.1810  9.0130  4.3990  4.6360  0.3260  2.4810  -18.0410  
244.8750  16.4760  98.2810  82.8870  9.2490  4.4370  4.2250  0.3090  2.4780  -18.0440  
245.0000  16.4800  99.2670  79.9660  8.6560  4.5680  4.0930  0.2960  2.4700  -17.7500  
245.1250  16.4690  100.8870  79.9320  8.3180  4.7350  3.3790  0.2870  2.4580  -17.3510  
245.2500  16.4690  99.8620  80.4440  10.2590  5.0160  4.0280  0.3010  2.4460  -17.5560  
245.3750  16.4570  99.4760  80.5910  10.4510  5.3450  4.1040  0.3000  2.4470  -17.3840  
245.5000  16.3840  98.8240  82.8290  10.3820  5.4500  4.5290  0.3020  2.4530  -17.1750  
245.6250  16.2410  98.0500  84.8110  10.2100  5.2850  4.1700  0.3040  2.4530  -17.1730  
245.7500  16.0760  97.6200  85.8310  9.7260  4.9580  2.9800  0.3030  2.4410  -17.3650  
245.8750  16.0000  98.1310  88.7710  8.5670  4.7280  2.2460  0.2980  2.4140  -17.3910  
246.0000  16.0000  98.5410  85.8490  9.3510  4.5750  2.5210  0.2920  2.4070  -17.4040  
246.1250  16.0920  97.8910  87.6960  8.8350  4.5310  3.7350  0.2740  2.4180  -17.2840  
246.2500  16.1480  96.3190  88.5280  8.4910  4.6840  4.9770  0.2670  2.4470  -17.1300  
246.3750  16.1610  94.4880  89.0970  9.0040  4.9580  5.2080  0.2650  2.4790  -17.1000  
246.5000  16.1700  93.3350  91.4190  10.1630  5.2030  5.7770  0.2590  2.4960  -17.2440  
246.6250  16.1570  93.9500  89.0090  9.9090  5.3110  4.9160  0.2640  2.4970  -17.0910  
246.7500  16.1560  95.2240  87.1650  9.3660  5.3910  4.1500  0.2720  2.4780  -16.7720  
246.8750  16.1560  96.4130  84.9050  10.3370  5.3750  4.2800  0.2850  2.4690  -16.9230  
247.0000  16.1500  97.8860  82.5920  11.1010  5.2090  4.6640  0.2980  2.4690  -16.9800  
247.1250  16.1170  99.0900  81.4810  10.2380  4.9010  4.3770  0.3050  2.4710  -16.7010  
247.2500  16.0300  98.4870  83.2970  7.5820  4.5330  3.0430  0.3030  2.4590  -16.4170  
247.3750  16.0050  98.1800  84.4250  8.3520  4.3220  2.0520  0.3030  2.4200  -16.6730  
247.5000  16.0000  98.2090  86.9010  8.7540  4.2300  1.7130  0.2930  2.3920  -16.4550  
247.6250  16.0000  98.2500  88.9580  8.2590  4.2150  2.0350  0.2850  2.3790  -16.3750  
247.7500  16.0490  98.2110  90.6660  7.7780  4.3120  3.4150  0.2820  2.3820  -16.5010  
247.8750  16.1670  98.0570  91.9380  8.3240  4.5270  3.6520  0.2830  2.4010  -16.7060  
248.0000  16.2310  97.6470  90.0410  9.5990  4.7150  3.8250  0.2910  2.4230  -16.9110  
248.1250  16.4160  99.1760  89.0650  8.8450  4.6800  4.2220  0.3040  2.4560  -16.9100  
248.2500  16.5430  99.5510  88.0310  8.5380  4.5990  4.0680  0.3240  2.4770  -17.2790  
248.3750  16.6070  99.7600  88.9820  8.7650  4.5410  4.0970  0.3420  2.4840  -17.5050  
248.5000  16.6180  100.3910  91.0330  8.9340  4.5220  4.2100  0.3540  2.4820  -17.5390
